Serial_number,Brand_name,Price,DiscountPrice,Quantity,gender,age
6645,suny,309,199,1 pc,female,36
6646,suny,359,229,1 pc,female,36
6647,DP,189,129,100 pcs,female,36
6648,DP,159,99,100 pcs,female,36
6649,DP,159,99,100 pcs,female,36
6650,SBE,280,119,2 pcs,female,36
6651,Dabur,370,370,500 ml,female,36
6652,Blv Fine Blend,299,224.25,250 g,female,36
6653,Paul And Mike,250,187.5,68 g,female,36
6654,GOELD,120,90,400 g,female,36
6655,GOELD,135,101.25,320 g,female,36
6656,GOELD,170,127.5,280 g,female,36
6657,GOELD,135,101.25,200 g,female,36
6658,GOELD,135,101.25,240 g,female,36
6659,GOELD,150,112.5,240 g,female,36
6660,GOELD,170,127.5,250 g,female,36
6661,GOELD,150,112.5,200 g,female,36
6662,GOELD,175,131.25,250 g,female,36
6663,Mirabelle,687,256.32,3 x 1 pc,female,36
6664,Mirabelle,229,89,1 pc,female,36
6665,Playboy,949,569.4,100 ml,female,36
6666,Ravi,48,35,50 pcs,female,36
6667,Ravi,96,67.9,2 x 50 pcs,female,36
6668,Ravi,55,40,50 pcs,female,36
6669,Ravi,110,76,2 x 50 pcs,female,36
6670,Nandi,400,299,4 pcs,female,36
6671,Faber castell,100,75,12 pcs,female,36
6672,SRS,60,40,1 pc,female,36
6673,SRS,170,109,1 pc,female,36
6674,Bronson professional,175,174.28,30 g,female,36
6675,Bronson professional,175,113.75,1 pc,female,36
6676,Fredora,169,118.3,90 g,female,36
6677,Lotus Makeup,295,221.25,4.2 g,female,36
6678,CHAMBOR,325,227.5,10 ml,female,36
6679,Sanjeev Kapoor,625,379,2 pcs,female,36
6680,Arata,699,489,150 ml,female,36
6681,Super Smelly,425,297.5,150 ml,female,36
6682,Super Smelly,399,279.3,100 ml,female,36
6683,Botanica,600,450,30 ml,female,36
6684,Botanica,550,412.5,50 g,female,36
6685,Aloederm,150,112.5,50 g,female,36
6686,Swiss Beauty,369,258.3,100 g,female,36
6687,Swiss Beauty,369,258.3,100 g,female,36
6688,Swiss Beauty,369,258.3,100 g,female,36
6689,Swiss Beauty,349,261.75,45 ml,female,36
6690,Beardo,399,259.35,250 ml,female,36
6691,Beardo,299,194.35,7 g,female,36
6692,Beardo,299,209.3,120 ml,female,36
6693,Beardo,1200,600,100 ml,female,36
6694,Beardo,350,245,100 g,female,36
6695,Beardo,399,299.25,30 ml,female,36
6696,CAL Losangeles,320,224,1 pc,female,36
6697,Layerr,221,154.7,130 ml,female,36
6698,Layerr,391,254.15,90 ml,female,36
6699,Layerr,391,254.15,90 ml,female,36
6700,Layerr,391,254.15,90 ml,female,36
6701,Makeup Revolution,550,385,7.5 g,female,36
6702,Makeup Revolution,1050,735,16.5 g,female,36
6703,Makeup Revolution,850,595,8.8 g,female,36
6704,Makeup Revolution,1050,735,16.5 g,female,36
6705,Makeup Revolution,950,665,32 g,female,36
6706,RAMSONS ,155,100.75,40 ml,female,36
6707,RAMSONS ,155,100.75,40 ml,female,36
6708,RAMSONS ,330,214.5,100 ml,female,36
6709,RAMSONS ,330,214.5,100 ml,female,36
6710,RAMSONS ,330,214.5,100 ml,female,36
6711,RAMSONS ,330,214.5,100 ml,female,36
6712,RAMSONS ,330,214.5,100 ml,female,36
6713,RAMSONS ,575,373.75,100 ml,female,36
6714,RAMSONS ,450,292.5,100 ml,female,36
6715,Pigeon by Stovekraft,545,229,3 pcs,female,36
6716,Bamboooz,599,399,1 pc,female,36
6717,Bamboooz,200,109,100 pcs,female,36
6718,Bamboooz,299,149,1 pc,female,36
6719,Bamboooz,399,199,1 pc,female,36
6720,Bamboooz,1299,699,1 pc,female,36
6721,GoodDiet,99,69,100 g,female,36
6722,Henko,480,320,2 Kg,female,36
6723,Nature Protect,199,179,120 ml,female,36
6724,Nature Protect,105,78.75,500 ml,female,36
6725,Mother's Recipe ,55,44,200 g,female,36
6726,Mother's Recipe ,80,60,250 g,female,36
6727,Yoga Bar,349,261.75,400 g,female,36
6728,Yoga Bar,649,649,1 kg,female,36
6729,Petvit,250,187.5,100 ml,female,36
6730,Wow Skin Science,499,344.31,300 ml,female,36
6731,Wow Skin Science,499,349.3,300 ml,female,36
6732,Wow Skin Science,499,344.31,200 ml,female,36
6733,Wow Skin Science,599,401.33,200 ml,female,36
6734,Wow Skin Science,449,314.3,300 ml,female,36
6735,Hankley,249,159,50 pcs.,female,36
6736,Hankley,149,89,1 pc,female,36
6737,Oleev,3999,1838,5 L,female,36
6738,Mortein,189,170.1,425 ml,female,36
6739,Lizol,205,198.85,975ml,female,36
6740,Lizol,399,387.03,2 L,female,36
6741,Lizol,38,38,200 ml,female,36
6742,Lizol,103,103,500 ml,female,36
6743,On1y,99,89.1,100 g,female,36
6744,Biotique Natural Makeup,550,412.5,3.5 g,female,36
6745,Pantene,165,148.5,180 ml,female,36
6746,Pantene,350,350,340 ml,female,36
6747,Pantene,805,563.5,650 ml,female,36
6748,Dr. Vaidya's,599,599,1 kg,female,36
6749,Dr. Vaidya's,349,349,500 g,female,36
6750,Treo,790,579,7 pcs,female,36
6751,Iveo ,212,129,set of 2,female,36
6752,Cambay Tiger,800,600,200 g,female,36
6753,Nakoda,478,349,25 L,female,36
6754,Loreal Paris,499,349.3,100 ml,female,36
6755,Healthvit,900,630,60 pcs,female,36
6756,Healthvit,600,420,60 pcs,female,36
6757,Polyset,119,79,600 ml,female,36
6758,Britannia,110,82.5,100 g,female,36
6759,cocotuft,425,299,1 pc,female,36
6760,LAFZ,225,168.75,120 ml,female,36
6761,Layerr,221,143.65,190 ml,female,36
6762,Makeup Revolution,650,455,10 g,female,36
6763,Makeup Revolution,695,486.5,4.5 ml,female,36
6764,RAMSONS ,165,107.25,30 ml,female,36
6765,Cock,40,19,80 g,female,36
6766,Pigeon Steel,645,399,7 pcs,female,36
6767,Phalada Pure & Sure,65,32.5,100g,female,36
6768,Asian,717,529,3 pcs,female,36
6769,Asian,351,249,1.5 L,female,36
6770,Asian,192,99,600 ml,female,36
6771,Fackelmann,329,189,1 pc,female,36
6772,Gebi ,175,129,1 pc,female,36
6773,Gebi ,125,79,1 pc,female,36
6774,Kitchen Essentials,980,629,2 pcs,female,36
6775,Kitchen Essentials,900,499,12 pcs,female,36
6776,Kitchen Essentials,1660,999,3 L,female,36
6777,Kitchen Essentials,890,629,2 L,female,36
6778,Kitchen Essentials,1375,949,5 L,female,36
6779,Arata,299,224.25,75 ml,female,36
6780,LAFZ,499,374.25,500 ml,female,36
6781,IFFCO Urban Gardens,200,149,2 kg,female,36
6782,IFFCO Urban Gardens,375,249,5 Kg,female,36
6783,LiL'Goodness,129,92,10 pcs,female,36
6784,LiL'Goodness,129,92,10 pcs,female,36
6785,LiL'Goodness,59,42,200 ml,female,36
6786,Police,3700,3663,125ml,female,36
6787,Police,3700,3663,125ml,female,36
6788,LuvIt,65,48.75,46 g,female,36
6789,DP,539,399,2 pcs,female,36
6790,Biotevia,1500,670,60 pcs,female,36
6791,Biotevia,1200,535,60 pcs,female,36
6792,Biotevia,1000,550,60 pcs,female,36
6793,Dr. Morepen,165,107.25,150 ml,female,36
6794,Dr. Morepen,1499,749.5,15 g,female,36
6795,Dr. Morepen,60,39,1 pc,female,36
6796,Dr. Morepen,180,135,3 pcs,female,36
6797,Dr. Morepen,300,225,5 pcs,female,36
6798,Dr. Morepen,225,146.25,3 pcs,female,36
6799,Dr. Morepen,375,225,5 pcs,female,36
6800,Dr. Morepen,750,450,10 pcs,female,36
6801,Dr. Morepen,75,56.25,1 pc,female,36
6802,Trisa ,249,174.3,1 pc,female,36
6803,INATUR ,385,176,12 ml,female,36
6804,INATUR ,135,122,75 g,female,36
6805,INATUR ,440,243,150 g,female,36
6806,INATUR ,300,171,10 g,female,36
6807,Lindberg,199,119,75 g,female,36
6808,Lindberg,199,119,75 g,female,36
6809,Eyetex Dazller,120,69.6,27 ml,female,36
6810,Blue Heaven,175,131.25,8 g,female,36
6811,Earth Rhythm,1499,1499,30 g,female,36
6812,Earth Rhythm,1499,1499,30 g,female,36
6813,Swiss Beauty,499,349.3,20 g,female,36
6814,Swiss Beauty,299,209.3,30 ml,female,36
6815,cocotuft,435,299,1 pc,female,36
6816,Titania,169,99,1 pc,female,36
6817,Papa Pawsome,399,299.25,50 ml,female,36
6818,Ajmal,750,487.5,250 ml,female,36
6819,Kitchen Essentials,930,529,1 pc,female,36
6820,Kitchen Essentials,1335,749,2.6 L,female,36
6821,Papa Pawsome,180,135,10 g,female,36
6822,Papa Pawsome,399,299.25,200 ml,female,36
6823,Origami Good Karma,170,112,2 pcs,female,36
6824,MyGlamm,499,349.3,50ml,female,36
6825,Titania,419,279,1 pc,female,36
6826,Lomani,1500,975,100 ml,female,36
6827,Lomani,1500,975,100 ml,female,36
6828,Lomani,1500,975,100 ml,female,36
6829,Biker's,405,263.25,340 ml,female,36
6830,ExclusiveLane,1265,632.5,1 kg,female,36
6831,Tia,124,79,1 pc,female,36
6832,Suvidha,469,329,3 pcs,female,36
6833,Suvidha,469,329,3 pcs,female,36
6834,Princeware,415,229,10 pcs,female,36
6835,Princeware,415,229,10 pcs,female,36
6836,Princeware,415,229,10 pcs,female,36
6837,Princeware,261,149,1.23 L,female,36
6838,Princeware,349,249,1.5 L,female,36
6839,Nirlon,2015,679,1 pc,female,36
6840,Liao,249,179,1 pc,female,36
6841,Liao,329,229,1 pc,female,36
6842,Liao,2399,1299,1 pc,female,36
6843,Aigner,4750,3562.5,125 ml,female,36
6844,H&B,269,199,1 pc,female,36
6845,Baidyanath Nagpur,44,33,10 g,female,36
6846,Baidyanath Nagpur,95,71.25,50 ml,female,36
6847,Baidyanath Nagpur,335,268,200 ml,female,36
6848,Regal Essence,599,221.63,300 ml,female,36
6849,Healthmeds,999,469.53,100 g,female,36
6850,Healthmeds,1149,448.11,100 g,female,36
6851,Healthmeds,1349,445.17,100 g,female,36
6852,Healthmeds,1449,434.7,100 g,female,36
6853,Healthmeds,1249,449.64,100 g,female,36
6854,Vedapure,749,247.17,500 ml,female,36
6855,Vedapure,799,447.44,100 g,female,36
6856,Vedapure,1149,344.7,60 pcs,female,36
6857,Vedapure,1299,467.64,100 g,female,36
6858,Vedapure,1499,524.65,100 g,female,36
6859,Vedapure,1249,462.13,60 pcs,female,36
6860,Vedapure,549,208.62,25 g,female,36
6861,Vedapure,849,297.15,1 g,female,36
6862,Vedapure,749,352.03,1 g,female,36
6863,Vedapure,1549,604.11,5 g,female,36
6864,Rock Gold,999,559.44,30 ml,female,36
6865,Rock Gold,999,379.62,500 ml,female,36
6866,Vedapure,1599,719.55,25 g,female,36
6867,Rock Gold,4699,1644.65,30 g,female,36
6868,Naturali,385,288.75,100 ml,female,36
6869,Mojocare,299,200.33,10 pcs,female,36
6870,Mojocare,299,200.33,10 pcs,female,36
6871,Mojocare,499,219.56,100 ml,female,36
6872,Del Monte,1100,473,1 L,female,36
6873,BB Royal,2000,1236,25 kg,female,36
6874,StBotanica,1499,1139.24,50 ml,female,36
6875,BB Home,915,499,190 ml each,female,36
6876,BB Home,915,499,190 ml each,female,36
6877,Princeware,345,149,16 L,female,36
6878,Princeware,267,179,1500 ml,female,36
6879,Princeware,267,179,1500 ml,female,36
6880,Bergner,945,649,2.5 L,female,36
6881,Cello,618,297,3x1 L,female,36
6882,Cello,1236,774,6x1 L,female,36
6883,Cello,206,129,1 L,female,36
6884,Cello,412,198,2x1 L,female,36
6885,Wet N Wild,499,349.3,8.5 ml,female,36
6886,Wet N Wild,325,227.5,3.6 g,female,36
6887,Natures Velvet,1300,728,60 pcs,female,36
6888,Natures Velvet,1000,410,60 pcs,female,36
6889,Natures Velvet,800,376,60 pcs,female,36
6890,Natures Velvet,1800,864,60 pcs,female,36
6891,Natures Velvet,2500,950,300 g,female,36
6892,Natures Velvet,600,378,60 pcs,female,36
6893,Papa Pawsome,299,224.25,100 ml,female,36
6894,Papa Pawsome,599,449.25,250 ml,female,36
6895,Papa Pawsome,399,299.25,100 ml,female,36
6896,Papa Pawsome,299,224.25,100 ml,female,36
6897,Papa Pawsome,599,449.25,250 ml,female,36
6898,Papa Pawsome,399,299.25,100 ml,female,36
6899,Papa Pawsome,270,202.5,30 g,female,36
6900,Papa Pawsome,200,150,30 g,female,36
6901,Papa Pawsome,399,299.25,200 ml,female,36
6902,Mama Meow,399,299.25,200 g,female,36
6903,Mama Meow,399,299.25,200 g,female,36
6904,Mama Meow,399,299.25,50 g,female,36
6905,Fogg ,275,192.5,120 ml,female,36
6906,Fogg ,275,192.5,120 ml,female,36
6907,Iba,249,186.75,100 ml,female,36
6908,Titania,609,399,1 pc,female,36
6909,Pigeon Steel,150,109,1 pc,female,36
6910,DND,450,301.5,45 ml,female,36
6911,Nyassa,900,630,215 g,female,36
6912,Kitchen Essentials,925,499,3 pcs,female,36
6913,Fresho Organic,550,359,500 g,female,36
6914,BB Home Earth,439,299,100 ml,female,36
6915,GoodDiet,149,99,150 g,female,36
6916,Polyset,339,249,2.01 L,female,36
6917,Swiss Beauty,299,224.25,4 ml,female,36
6918,Spartan,599,399,310 pcs,female,36
6919,HAZEL,1369,1369,3 pcs,female,36
6920,Hello Tempayy,165,107.25,200 g,female,36
6921,Nandos,390,292.5,250 g,female,36
6922,DP,419,299,1 pc,female,36
6923,Sesa,136,88.4,200 ml,female,36
6924,Sesa,72,46.8,100 ml,female,36
6925,Wingreens Farms,200,160,180 g,female,36
6926,Wingreens Farms,200,120,150 g,female,36
6927,Nippo,300,179,1 pc,female,36
6928,BB Home,445,229,750 ml,female,36
6929,BB Home,495,249,1 L,female,36
6930,BB Home,445,229,750 ml,female,36
6931,BB Home,495,249,1 L,female,36
6932,BB Home,495,249,1 L,female,36
6933,IndiSecrets,149,99,250 g,female,36
6934,Fresho,722,519,1 kg,female,36
6935,Fresho,290,209,250 g,female,36
6936,Fresho,736,529,1 kg,female,36
6937,Fresho,402,289,250 g,female,36
6938,Fresho,778,559,500 g,female,36
6939,Fresho,1528,1099,1 kg,female,36
6940,MANSAA,399,199,1 pc,female,36
6941,Prestige,7845,4699,1 Pc,female,36
6942,Spartan,999,299,1 pc,female,36
6943,Fresho Signature,175,99,90 g,female,36
6944,Fresho,193,139,250 g,female,36
6945,Bagrrys,185,185,475 g,female,36
6946,Bagrrys,378,230.58,800 g,female,36
6947,Bagrrys,99,99,250 g,female,36
6948,Animology,850,637.5,250 ml,female,36
6949,Animology,850,637.5,250 ml,female,36
6950,Ratan,239,149,1 pc,female,36
6951,Ching'S Secret,60,48,100 g,female,36
6952,VAHDAM,999,699.3,250 g,female,36
6953,Koric,845,591.5,120 ml,female,36
6954,Milton - Spotzero,1999,899,1 pc,female,36
6955,Asian,346,199,1.3 L,female,36
6956,Layerr,199,119.4,120 ml,female,36
6957,GlamGals,620,434,5.8 g,female,36
6958,GlamGals,550,330,40 ml,female,36
6959,Swiss Beauty,399,279.3,70 g,female,36
6960,Fackelmann,119,89,1 pc,female,36
6961,Fackelmann,109,79,1 pc,female,36
6962,Fackelmann,119,79,1 pc,female,36
6963,Ourdaily,499,299.4,60 pcs,female,36
6964,Ourdaily,169,109.85,60 pcs,female,36
6965,Benadon,25.4,17.78,10 pcs,female,36
6966,FRUT,650,487.5,400 g,female,36
6967,INATUR ,1025,405,50 g,female,36
6968,INATUR ,690,495,50 g,female,36
6969,INATUR ,790,540,50 g,female,36
6970,INATUR ,1350,629,50 g,female,36
6971,Vedaearth,450,225,100 ml,female,36
6972,CAL Losangeles,250,175,0.35 g,female,36
6973,Iveo ,536,379,set of 2,female,36
6974,Jeva,250,175,380 ml,female,36
6975,Jeva,250,175,380 ml,female,36
6976,Jeva,250,175,380 ml,female,36
6977,Jeva,250,175,380 ml,female,36
6978,Jeva,250,175,380 ml,female,36
6979,Jeva,250,175,380 ml,female,36
6980,Jeva,250,175,380 ml,female,36
6981,Jeva,250,175,380 ml,female,36
6982,Jeva,250,175,380 ml,female,36
6983,Jeva,250,175,380 ml,female,36
6984,INATUR ,135,122,75 g,female,36
6985,INATUR ,440,243,150 g,female,36
6986,Style Homez,800,324.3,5x10 pcs,female,36
6987,Style Homez,1600,648.6,10x10 pcs,female,36
6988,Style Homez,160,69,17.5 x 9.5 cm,female,36
6989,109°F,199,99,14 x 11 cm,female,36
6990,Crompton,600,249,1 pc,female,36
6991,Himalayan Natives,250,162.5,500 ml,female,36
6992,Hankley,299,169,5 pcs,female,36
6993,Nirlon,4599,1899,4 pcs,female,36
6994,Nirlon,3499,1649,7 pcs,female,36
6995,Namyaa,499,374.25,50 g,female,36
6996,Namyaa,160,120,60G,female,36
6997,Namyaa,240,180,15 g,female,36
6998,Iveo ,745,349,set of 4,female,36
6999,Iveo ,895,479,set of 4,female,36
7000,Iveo ,895,479,set of 4,female,36
7001,Iveo ,895,479,set of 4,female,36
7002,Iveo ,895,499,set of 4,female,36
7003,Iveo ,895,499,set of 4,female,36
7004,WickedGud,250,187.5,450 g,female,36
7005,URBANTRAY,580,435,200 g,female,36
7006,AVA,85,51,15 pcs,female,36
7007,AVA,85,51,15 pcs,female,36
7008,Pahal,35,22.75,15 g,female,36
7009,Kuber Industries,499,199,4 pcs,female,36
7010,Tang,599,419.3,500 g,female,36
7011,Pigeon Steel,1175,799,2 L,female,36
7012,Pigeon Steel,1375,899,3 L,female,36
7013,RENEE,450,405,10 ml,female,36
7014,Guess,1490,1475.1,250ml,female,36
7015,Lindberg,499,349,200 g,female,36
7016,Lakme,600,438,5.4 ml,female,36
7017,Sri Sri Tattva,160,112,100 ml,female,36
7018,Blue Heaven,175,122.5,12 g,female,36
7019,Blue Heaven,170,125.8,4 g,female,36
7020,JBG Home Store,499,349,1 pc,female,36
7021,Cavins,398,292.53,2x1 L,female,36
7022,Cavins,199,149.25,1 L,female,36
7023,All Good Scents,1290,903,100 ml,female,36
7024,GLENAND,765,459,1 Pc,female,36
7025,Praakritik,360,270,200 g,female,36
7026,Praakritik,860,860,500 g,female,36
7027,Leafy Tales,90,60,1 kg,female,36
7028,DP,169,79,1 pc,female,36
7029,Koric,645,451.5,30 ml,female,36
7030,Koric,645,451.5,30 ml,female,36
7031,Koric,645,451.5,30 ml,female,36
7032,Koric,645,451.5,30 ml,female,36
7033,Koric,645,451.5,30 ml,female,36
7034,Koric,475,332.5,120 ml,female,36
7035,Koric,745,521.5,30 ml,female,36
7036,Koric,795,556.5,50 ml,female,36
7037,Koric,745,521.5,50 ml,female,36
7038,Koric,645,451.5,50 ml,female,36
7039,Koric,745,521.5,50 ml,female,36
7040,Koric,645,451.5,100 ml,female,36
7041,Koric,645,451.5,100 ml,female,36
7042,ColorBar,695,382.25,0.07 g,female,36
7043,EDW Essenza,3950,2915.1,60 ml,female,36
7044,EDW Essenza,3950,2915.1,75 ml,female,36
7045,Lattafa,2000,1000,100 ml,female,36
7046,Lattafa,2200,1100,100 ml,female,36
7047,Lattafa,2750,1375,100 ml,female,36
7048,Lattafa,2200,1100,60 ml,female,36
7049,Lattafa,2200,1100,100 ml,female,36
7050,Lattafa,2200,1100,100 ml,female,36
7051,Lattafa,2000,1000,100 ml,female,36
7052,Lattafa,2750,1375,100 ml,female,36
7053,Lattafa,2000,1000,100 ml,female,36
7054,Lattafa,2000,1000,100 ml,female,28
7055,Lattafa,2000,1000,100 ml,female,28
7056,Lattafa,2000,1000,100 ml,female,28
7057,Lattafa,2200,1100,100 ml,female,28
7058,Lattafa,2200,1100,100 ml,female,28
7059,Lattafa,2200,1100,100 ml,female,28
7060,Lattafa,2000,1000,100 ml,female,28
7061,Lattafa,2000,1000,100 ml,female,28
7062,Lattafa,2200,1100,100 ml,female,28
7063,Lattafa,2000,1000,100 ml,female,28
7064,Lattafa,2200,1100,100 ml,female,28
7065,Lattafa,2200,1100,100 ml,female,28
7066,Lattafa,2000,1000,100 ml,female,28
7067,Lattafa,2200,1100,100 ml,female,28
7068,Lattafa,2200,1100,100 ml,female,28
7069,Lattafa,2200,1100,100 ml,female,28
7070,Lattafa,2750,1375,100 ml,female,28
7071,Lattafa,2750,1375,100 ml,female,28
7072,Lattafa,2200,1100,100 ml,female,28
7073,Lattafa,2000,1000,100 ml,female,28
7074,Lattafa,2200,1100,100 ml,female,28
7075,GLENAND,260,195,700 g,female,28
7076,Again,55,55,180 ml,female,28
7077,BIOTIQUE,249,186.75,100 ml,female,28
7078,Polyset,519,279,4 pcs,female,28
7079,Slurrp Farm,299,254.15,400 g,female,28
7080,Coconut,1192,789,640 g,female,28
7081,REALMAN,299,209.3,200 ml,female,28
7082,Fizzy Fern,350,262.5,100 g,female,28
7083,Fizzy Fern,350,262.5,100 g,female,28
7084,Glamveda,175,113.75,40 g,female,28
7085,Police,3700,2405,125 ml,female,28
7086,Smiley-Quick Dry,199,149,1 pc,female,28
7087,Sapphire,450,337.5,175 g,female,28
7088,Manna ,249,174.3,400 g,female,28
7089,Klassi Kichen,1490,729,1 pc,female,28
7090,PureCult,1199,779.35,30 pcs,female,28
7091,Himalayan Organics,1095,602.25,120 pcs,female,28
7092,Himalayan Organics,1175,693.25,90 pcs,female,28
7093,Himalayan Organics,955,496.6,50 g,female,28
7094,Nakoda,1151,799,1 pc,female,28
7095,Moti's,350,227.5,400 ml,female,28
7096,Moti's,150,150,200 ml,female,28
7097,Moti's,190,123.5,100 g,female,28
7098,Reliance,360,229,24 pcs,female,28
7099,Maruti,300,225,12 pcs,female,31
7100,Baidyanath Nagpur,105,78.75,200 ml,female,31
7101,Booch,120,60,250 ml,female,31
7102,s.Oliver,1900,1881,50 ml,female,31
7103,s.Oliver,1100,1089,30 ml,female,31
7104,Nature Life Nutrition,875,402.5,120 pcs,female,31
7105,Titania,259,149,1 pc,female,31
7106,Food Circle,360,270,300 g,female,31
7107,Goodies,175,131.25,125 g,female,31
7108,BB Home,150,109,1 pc,female,31
7109,BB Home,189,109,1 pc,female,31
7110,LAFZ,299,224.25,50 g,female,31
7111,LAFZ,299,224.25,100 ml,female,31
7112,Wingreens Farms,119,75,180 g,female,31
7113,Soulflower,550,330,300 ml,female,31
7114,Veriza,635,399,1 pc,female,31
7115,Nature Life Nutrition,975,497.25,120 pcs,female,31
7116,Makino,90,70.2,150 g,female,31
7117,Makino,70,45.5,100 g,female,31
7118,Fuschia,1250,812.5,30 ml,female,31
7119,Aroma Treasures,708,531,5 ml,female,31
7120,Aroma Treasures,750,562.5,10 ml,female,31
7121,Aroma Treasures,420,315,10 ml,female,31
7122,Lotus Herbals,240,180,100 g,female,31
7123,Lotus Herbals,155,116.25,50 g,female,31
7124,Nyassa,450,315,145 ml,female,31
7125,Nippo,280,199,1 pc,female,31
7126,Dabur,325,243.75,450 ml,female,31
7127,Frestol,699,349,1 pc,female,31
7128,Lottie London,1050,735,2 pcs,female,31
7129,Wingreens Farms,119,75,180 g,female,31
7130,Park avenue,210,147,125 g,female,31
7131,GoodDiet,109,79,100 g,female,31
7132,Unibic,155,77.5,600 g,female,31
7133,Aroma Magic ,395,296.25,100 g,female,31
7134,Aroma Magic ,685,513.75,200 g,female,31
7135,Polyset,1099,549,53 L,female,31
7136,RENEE,399,347.13,8 ml,female,31
7137,Cfs,360,270,100 ml,female,31
7138,Ajmal,3300,2475,50 ml,female,31
7139,Natures Velvet,800,352,60 pcs,female,31
7140,Niine ,75,60,6 pcs,female,31
7141,Niine ,180,135,15 pcs,female,31
7142,One8 By Virat Kohli,399,259.35,200 ml,female,31
7143,One8 By Virat Kohli,798,398.98,2x200 ml,female,31
7144,Mlesna,400,300,50 Ba g x 2 g Each,female,31
7145,Laplast,899,399,3 L,female,31
7146,Laplast,571,199,8 pcs,female,31
7147,Aristo,968,599,1 pc,female,31
7148,Sirona,299,224.25,1 pc,female,31
7149,Tasties,120,79,180 g,female,31
7150,Ciplaplast,4490,3299,1 pc,female,31
7151,Elephant ,209,109,1 pc,female,31
7152,Elephant ,99,69,1 pc,female,31
7153,Elephant ,149,99,1 pc,female,31
7154,Elephant ,89,59,1 pc,female,31
7155,Elephant ,159,99,1 pc,female,31
7156,Elephant ,149,99,1 pc,female,31
7157,Elephant ,149,79,1 pc,female,31
7158,Elephant ,169,99,1 pc,female,31
7159,Elephant ,119,79,1 pc,female,31
7160,Elephant ,149,109,8 pcs,female,31
7161,Elephant ,319,189,1 pc,female,31
7162,ESTUARY,200,150,330 ml,female,31
7163,Mamie Yova,35,24.5,125 ml,female,31
7164,Tree Secrets,279,129,125 g,female,31
7165,StBotanica,999,749.25,50 g,female,31
7166,Wow Skin Science,499,344.31,300 ml,female,31
7167,Makeup Revolution,399,279.3,10 ml,female,31
7168,Nair ,410,307.5,200 ml,female,31
7169,Nair ,430,322.5,20 pcs,female,31
7170,Petvit,275,198,50 g,female,31
7171,Petvit,250,187.5,100 ml,female,31
7172,Princeware,199,149,1.35 L,female,31
7173,Princeware,199,149,3 pcs,female,31
7174,Kitchen Essentials,720,529,5 pcs,female,31
7175,Kitchen Essentials,870,529,4 pcs,female,31
7176,Fizzy Fern,312,234,5 g,female,31
7177,Evolve,55,41.25,50 g,female,31
7178,Evolve,55,41.25,40 g,female,31
7179,Evolve,65,48.75,90 g,female,31
7180,Evolve,55,41.25,50 g,female,31
7181,Evolve,65,48.75,90 g,female,31
7182,Crew,450,292.5,500 ml,female,31
7183,Crew,175,113.75,1 L,female,31
7184,Nirlon,1049,679,2 pcs,female,31
7185,Nirlon,3995,1749,4 pcs,female,31
7186,Jus Amazin,400,299,500 g,female,31
7187,Syska,359,89,1 pc,female,31
7188,Chip Chops,210,157.5,70 g,female,31
7189,Chip Chops,210,157.5,70 g,female,31
7190,Mr.Copper King,435,249,300 ml,female,31
7191,Dine Time ,795,238.5,1 pc,female,31
7192,Liao,239,149,1 pc,female,31
7193,Beardo,250,175,200 ml,female,38
7194,Klassic,999,549,1 pc,female,38
7195,Sante,60,45,250 ml,female,38
7196,KCL,297,179,1 pc,female,38
7197,Healthvit,700,490,60 pcs,female,38
7198,Healthvit,400,280,100 ml,female,38
7199,BB Home,509,254.5,450 ML,female,38
7200,Fortune ,65,48.75,200 g,female,38
7201,JOYO,250,179,3 pcs,female,38
7202,Vinayak,399,229,2 pcs,female,38
7203,Master,490,249,1 pc,female,38
7204,BB Home,449,279,1 pc,female,38
7205,Carbamide Forte,650,399,50 ml,female,38
7206,MyGlamm,1095,766.5,27gm,female,38
7207,MyGlamm,1195,836.5,50gm,female,38
7208,MyGlamm,995,696.5,100ml,female,38
7209,MyGlamm,699,489.3,2.9gm,female,38
7210,MyGlamm,295,206.5,10ml,female,38
7211,MyGlamm,249,174.3,15ml,female,38
7212,MyGlamm,249,174.3,15ml,female,38
7213,MyGlamm,119,83.3,60gm,female,38
7214,MyGlamm,119,83.3,60gm,female,38
7215,MyGlamm,160,112,4.6gm,female,38
7216,Polyset,445,249,1 pc,female,38
7217,Fackelmann,199,149,1 pc,female,38
7218,Nirlon,1895,679,1 pc,female,38
7219,BB Royal,600,455,10 kg,female,38
7220,BB Royal,1500,1090,25 kg,female,38
7221,DP,459,229,(Pack Of 50),female,38
7222,DP,459,229,(Pack Of 50),female,38
7223,DP,629,299,3 pcs,female,38
7224,DP,309,199,Set Of 3 pcs,female,38
7225,DP,279,179,8 pcs,female,38
7226,Asian,446,299,1 pc,female,38
7227,Asian,210,129,600 ml,female,38
7228,Rasna,150,112.5,500 g,female,38
7229,Nutty Yogi,299,299,500 g,female,38
7230,Teamonk,400,240,100 g,female,38
7231,Cute Girl,349,150.07,1 pc,female,38
7232,Beautiful Show,489,122.25,1 pc,female,38
7233,Beautiful Show,379,128.86,1 pc,female,38
7234,Beautiful Show,359,100.52,1 pc,female,38
7235,Beautiful Show,349,129.13,1 pc,female,38
7236,Dabur,175,175,37.5 g,female,38
7237,Aashirvaad,90,67.5,100 g,female,38
7238,Fresho Signature,149,109,150 g,female,38
